address,city,country,date,description,lat,location,long,price,province,rooms,source,sqft,title,url
,,,2018-06-20T01:12:38-0700,"
        ,
New one Bed Room Suit for a couple with job,  who want to live in Style;  is centrally located in Chimney Heights area, near to Super Store, Newton wave Pool, Gurdwara, Temple and Church, every thing 5 to 10 minutes drive. Entry to the Suit is protected  with additional Storm Door. Kitchen separated from Living area, Bed Room and Living Room windows protected with Grill.  Here strictly No Smoking and No Pets.  Rent  Only $850 ( Utilities additional ), ,
Email with details of family members staying and employement  details ,
Singh    ",49.144712, (Surrey),-122.816176,$850,,1br,Craigslist,510,New one bed room Bsmt,https://vancouver.craigslist.ca/rds/apa/d/new-one-bed-room-bsmt/6621964983.html
,,,2018-07-01T00:14:15-0700,"
        ,
Full house for rent starting August 1. 4 bedrooms, 2 baths. Near to surrey central. Contact between - 5-7pm at  ,
.,
    ",49.189861, (Surrey central),-122.866032,,,4br,Craigslist,,House for rent near surrey central,https://vancouver.craigslist.ca/rds/apa/d/house-for-rent-near-surrey/6631611724.html
,,,2018-07-01T04:01:37-0700,"
        ,
Open House July 7 & 8, 2-4pm. Beautiful 1 bed/1 bath at The Ridge at Bose Farms with unlimited views of the North Shore mountains and Northview Golf course. This unit is in ACCUMULATE condition, features OPEN CONCEPT design with flows seamlessly with SOPHISTICATED finishings. BRIGHT unit offers the latest finishes with sleek cabinetry, quartz countertops, stainless steel appliances, and HUGE kitchen island perfect for entertaining. Additional features include walk-in closet, cheater ensuite, good sized balcony (76 sq ft), oversized windows, in-suite laundry and secured parking.,
    ",49.0791, (314-16398 64 Avenue),-122.7553,$650,,1br,Craigslist,,Beautiful 1 bed/1 bath at The Ridge Cloverdale,https://vancouver.craigslist.ca/rds/apa/d/beautiful-1-bed-1-bath-at-the/6631633884.html
,,,2018-07-01T00:27:26-0700,"
        ,
9981 PARK PLACE , Whalley Blvd is just at the foot step of King George SkyTrain station. ,
,
3608 - 36th floor  PENTHOUSE,
Beautiful 2 Bedroom 1.5 Bathroom, Center  Suite with private Balcony facing Holland Park !!,
,
Unit is not furnished.,
,
The suite has 2 bedrooms, 1.5 bathrooms, ,
- Includes in suit laundry ,
- Inuit laundry,
- 01 Car parking and pass for guest parking,
 ,
,
The building amenities include Private Theater / Private Party room / Balling room /exercise/weight/yoga room/change rooms & private courtyard with kid's playground.,
,
Available: ,
July 1st 2018 ,
,
$2000  Per Month (Contract for 6 Months only),
,
Address :,
3608 - 9981 Whalley Blvd Surrey BC,
Bedrooms: 2,
Bathrooms: 1.5,
Balconies: 1,
Size: 860 Sqf ,
,
Terms:,
Tenancy for 6 months only, may be extended ,
Deposits is half a month security deposit ,
Moving in fees bylaw, pay by tenant to building ,
,
    ",49.184292, (Surrey),-122.844709,"$2,000",,2br,Craigslist,860,PENTHOUSE 2 Bedroom Suit  Balcony with View till Tsawwassen(Surrey),https://vancouver.craigslist.ca/rds/apa/d/penthouse-2-bedroom-suit/6631613079.html
,,,2018-06-30T15:58:46-0700,"
        ,
Built in 2010, a 8-year fabulous 4 bedrooms with 3 bathrooms townhouse is available for rent. Located in a very quiet neighborhood in North Delta but easy access to anywhere in Greater Vancouver and Fraser Valley areas. A self equipped community that provides everything you need for living. Shopping centers, restaurants, supermarkets, schools, community centers and more are all close by. An ideal home for small family. ,
,
Details:,
,
Rent: $2,500.00 per month,
Available: Immediately,
Total area: 1,611 sq.ft.,
2 parking spots (tandem),
Nice & neat interior, ready to move in.,
In suite laundry,
Water included,
No pets,
No smoking,
,
Please contact by email for questions and provide your phone number for faster response. Please give 24 hours notice in advance for showing.    ",49.155606, (North Delta),-122.916081,"$2,500",,4br,Craigslist,1611,Fantastic Lake View 4 Bedrooms + 3 Full Bathroom Townhouse,https://vancouver.craigslist.ca/rds/apa/d/fantastic-lake-view-4/6631431103.html
,,,2018-07-01T00:22:35-0700,"
        ,
155XX 108 Ave Surrey V3R 6B6,
,
Beautiful, spacious house located in the Fraser Heights. Walk to Dogwood Elementary, Fraser Heights Secondary, Recreation center and Shopping Mall. ,
,
Upstairs:,
,
- Very spacious and bright upstairs 1500 SF house / 7501 SF lot,
- Bedroom(s): 3,
- Bathroom(s): 2,
- Two car garage,
,
Price: $2280 per month, 2/3 utilities,
Availability: Aug 1st,
,
Excellent schools around:,
1. Fraser Heights Secondary G8 - 12,
2. Dogwood Elementary K - G7,
3. Pacific Academy K - G12,
,
- Bus 337 to Surrey Central Skytrain Station 15 minutes,
- Bus 555 to the Lougheed Town Center 10 minutes,
- Absolutely No smoking, No marijuana,
- Pet allowed with owner's approval,
,
Please provide the following details in the email.,
,
- Full name and your personal email address(I can send you the video),
- Employer name and address,
- Who will be living with you,
- Your phone or contact information,
,
We will reply to emails with the above information. The references/credit check will be conducted after receiving the application. The Pay Stubs are required.    ",49.198862,"
        (",-122.790671,"$2,280",,3br,Craigslist,1500,Fraser Heights Upstairs House for rent,https://vancouver.craigslist.ca/rds/apa/d/fraser-heights-upstairs-house/6631612554.html
,,,2018-06-30T16:48:14-0700,"
        ,
Beautiful 1700sq feet 2Br Suite in Desirable Walnut Grove! Available July 15,
,
Minutes away access to Hwy 1, Golden Ears and Port Kells! ,
,
Excellent condition suite with spacious kitchen, private entrance and in-suite laundry.,
suited for professional single or couple ,
,
Utilities (Gas+Hydro) Included,
,
Very quiet neighbourhood close to schools and shopping,
,
-	No smoking and no parties!!,
-	Rent $1650 per month plus utilities.,
-      Damage Deposit - half months rent,
-      Available July 15th,
-      One year lease and references/employment check required.,
,
Reply with your info and introduction, please. Thanks,
Any applicants May be required to submit to reference/credit checks,
,
,
    ",49.181497, (Langley),-122.653269,"$1,650",,2br,Craigslist,,Large 2br Basement in Walnut Grove,https://vancouver.craigslist.ca/rds/apa/d/large-2br-basement-in-walnut/6631461759.html
,,,2018-07-01T00:21:05-0700,"
        ,
Address: 212XX 83B Ave, Langley V2Y 0C3,
,
A rare find and undeniably stunning, eloquently FURNISHED home located on a quiet cul-de-sac. Great attention to the details and quality is apparent throughout this home from the Brazilian hardwood floors, Antiqued kitchen cabinets, and Granite countertops. Double garage and a large driveway. Close to the Trinity Western University and easy access to the Highway 1. Walking distance to the elementary school.,
,
Highlights:,
,
- Very spacious total 3000 SF,
- Bedroom(s): 4,
- Bathroom(s): 3.5,
- In-suite laundry,
- Minimum 1-year lease,
- Absolutely No smoking, No Marijuana ,
- Pets with approval,
,
Price: $2850 per month, Utilities are not included(⅔ main floor and ⅓ basement),
Availability: Sept 1,
,
DOES NOT INCLUDE THE BASEMENT SUITE.,
,
Please provide the following details in the email.,
,
- Full name and your personal email address where I can send the video,
- Employer name and address,
- Who will be living with you,
- Your phone or contact information,
,
We will reply to emails with the above information. The references/credit check will be conducted after receiving the application. The Pay Stubs are required.    ",49.153966,"
        (",-122.634609,"$2,850",,4br,Craigslist,3000,Stunning Fully Furnished House in Walnut Grove,https://vancouver.craigslist.ca/rds/apa/d/stunning-fully-furnished/6631612417.html
,,,2018-07-01T00:25:34-0700,"
        ,
Immaculate and Bright one-bedroom coach house located in desirable Ocean Park! ,
It has a new painted private stair entrance.,
minutes walking to public transit, shops, schools, beach & recreation.,
,
1 bedroom, 1 bathroom, 1 kitchen, 1 living room, driveway parking, suitable for individual.,
,
- Rent $1300/month. utilities not included.,
- Available August 1, 2018,
- Looking for long-term rental,
- no pets and no smoking.    ",49.03523, (1872 126 st),-122.872471,"$1,300",,1br,Craigslist,700,Beautiful One-Bedroom Coach House in South Surrey Ocean Park,https://vancouver.craigslist.ca/rds/apa/d/beautiful-one-bedroom-coach/6631612886.html
,,,2018-07-01T07:42:47-0700,"
        ,
Clean, a well maintained spacious and furnished bedroom is available in a new house for a female student or full-time female professional. Rent includes utilities (Water, Hydro, Heat, wifi internet). Shared kitchen, family room, laundry is available. Home conveniently located, is available for female only. Close to Kwantlen Polytechnic University, a five-minute walk to bus stop links sky train station for SFU and walking distance to eating places. ,
,
We are looking for a FEMALE student or professional to share our house. This house is drug, alcohol and smoke-free. Absolutely: NO PETS/ NO DRUG/NO SMOKER PLEASE. Reference, or confirmed admission in the school in case of a student. Proof of income will be required. Please include all info in the E-mail about yourself, including employment, and present landlord information, and the reason for moving. No party OR guests allowed. Interested guest/tenant must be a responsible, organised, clean, and quiet person. Proof of income, 50% damage deposit and references required.    ",49.11148, (Surrey),-122.737475,"$1,000",,,Craigslist,,!@!Spacious and furnished bedroom is available in a new house!@!,https://vancouver.craigslist.ca/rds/roo/d/spacious-and-furnished/6631728911.html
,,,2018-06-30T16:00:46-0700,"
        ,
One bedroom suite in North Delta,
,
- newly renovated,
- above ground suite with plenty of natural light in living / dining room area,
,
features:,
- 9 ft ceilings,
- covered patio area 10' x 15',
- laminate flooring throughout,
- updated u-shaped kitchen cabinets with bar,
- updated washroom with shower (no bathtub),
- bedroom will fit a double bed comfortably; a queen size may be a tight squeeze,
- stainless steel fridge and stove,
- in-suite washer and dryer (not shared),
- close to Sungod Recreation Centre and Burns Bog trails,
- quiet neighborhood,
,
$1100 (gas and hydro included),
,
Available August 1, 2018.    ",49.140786,"
        (",-122.918665,"$1,100",,1br,Craigslist,,One bedroom suite in North Delta,https://vancouver.craigslist.ca/rds/apa/d/one-bedroom-suite-in-north/6631432396.html
,,,2018-06-30T05:21:06-0700,"
        ,
Hello,,
,
I am looking for someone to begin renting out a bedroom at the beginning of September 2018. The room is a fair size and there is a bathroom right across the hall that will mainly be yours to use. The bathroom has a stand-up shower in it. The cost for rent each month is $800.00. Rent is due the 1st of every month. ,
,
The apartment is pretty spacious, it is 1100 square feet. It includes a washer and dryer in the unit, full kitchen, dining room, living room and balcony that will be shared with me. There tends to be parking in the parking lot of the building and if it is full, parking on the street isn't too hard to find. We are on the 3rd/top floor of the building. The majority of the apartment was renovated in August 2017 except for the kitchen. ,
,
The following costs are to be split between us. These are due on the 18th of every month. ,
,
- Hydro (every other month) can be $20-$60 dollars each depending on our use for those months.,
- Internet is $44.80 per month each,
- Renter's Insurance is approximately $16.00 each,
,
I am looking for someone who is fairly quiet and very clean/minimalistic in the shared spaces. The buildings quiet times are between 10pm and 7am. ,
,
As this will also be your space, you are more than welcome to have people over. Please just give me a heads up in advance about it. ,
,
Parties are okay on occasion as long as a heads up is given and you are respecting the building rules and me. ,
,
No smoking, no pets. ,
,
If you're interested in looking at the space, please send me an email.,
,
Thank You.    ",49.100021," (Langley, BC)",-122.664301,$800,,,Craigslist,1100ft,"1 Bedroom, 1 Bathroom in Downtown Langley for Rent",https://vancouver.craigslist.ca/rds/roo/d/1-bedroom-1-bathroom-in/6631254045.html
,,,2018-06-30T07:02:00-0700,"
        ,
3 Bedr + 1 Big Den + 2 Bath walkout Basement suite on August 1, 2018.,
,
Basement suites will be available for rent on August 1, 2018.,
,
The basement three-bedroom suite rents $ 1,620 + a quarter of utilities (gas and electricity), which is a 4-year-old house.,
Bedroom: 3 + 1den,
Bathroom: 2,
Separate entrance.,
,
Suite features a refrigerator, a stove and separate rooms with a separate washer/dryer.,
2 complete bathrooms,
2 bedrooms with closet space,
Internal washing machine - Dryer,,
Lots of street parking.,
location information:,
This is a fairly safe family community. Located in a very quiet street.,
Close to the bus station,
Walking distance to R.C. Garnet Primary School and R.E. Hill Secondary School,
Near Walmart, Canada Tire, Home Depot, Supermarkets, Costco and all major shopping centers,
Close to Langley Activity Center,
Included in the rent:,
$1,620 plus 1/4 utility (gas and electricity).,
,
Terms:,
Smoking is prohibited in suites, large courtyards or properties.,
No pets,
No party,,
,
additional terms:,
Strictly inquire about only one year lease or looking for long-term tenants, responsible, respectful, work and clean.,
,
We are looking for a small family; no pets at all, due to allergies, no smoking inside or outside, no drugs;,
,
,
Please be prepared to provide references and employment certificates for former landlords and current employers. Please try not to send an email, we will contact you as soon as possible to arrange the show.,
,
Need reference and credit check. Please briefly describe yourself, your work and your monthly income.,
,
Short-term leases will not be considered, and responsible tenants are welcome.    ",49.129527, (197B & 70),-122.674155,"$1,620",,,Craigslist,1100ft,"3 Bedr+1 Big Den+2 Bath Basement suite available for rent on Aug 1, 20",https://vancouver.craigslist.ca/rds/roo/d/3-bedr1-big-den2-bath/6630934359.html
,,,2018-06-30T08:20:59-0700,"
        ,
AVAIL AUG 1,FURNISHED ROOM,NEW HOME,UTILS,CABLE,INTERNET INCLUDED,SCOTT RD/96 AVE SURREY,CLOSE TO PATULLO BRIDGE AND ALEX FRASER AND HWY 17,STREET PARKING,SHARED KITCHEN,SHARED FULLWASHROOM WITH BATHTUB,SHARED LIVING ROOM,PRIVATE FURNISHED ROOM,GREAT LOCATION,CLOSE TO ALL AMMENS,GROCERY,SHOPPING,STORES,RESTAURANTS,GAS STATIONS,MEDICAL CLINICS,SCHOOLS,PARKS,BUS,SKYTRAIN,MINUTES TO BUS STOP AND SCOTT RD,NO SMOKING,NO PETS OR DRUGS,NO PARTIES,NO OVERNIGHT VISITORS,QUIET HOME,RENT IS $700 PER MONTH,MORE INFO PLEASE CALL  ,
    ",49.173006, (SCOTT RD/96 AVE/SURREY),-122.889599,$700,,,Craigslist,,AVAILABLE AUG  1/FURNISHED ROOM/NEW HOME/UTILS INCLUDED,https://vancouver.craigslist.ca/rds/roo/d/available-aug-1-furnished/6631004177.html
,,,2018-06-30T08:28:30-0700,"
        ,
Rento cuarto a persona que trabaje con cama y closet, disponible ahora incluye wi fi, acceso a cocina, baños y lavanderia, deposito mitad de la renta, llame al  ,
 (no texto landline)    ",49.206351, (SURREY),-122.856463,$520,,,Craigslist,,$520 cuarto por renta,https://vancouver.craigslist.ca/rds/roo/d/520-cuarto-por-renta/6631011229.html
,,,2018-06-30T09:13:08-0700,"
        ,
Looking for an awesome roomie to share with two others in a large house. You'll have more room to yourself than with most single rentals! This is better suited to someone with their own furnishings anyway. ,
,
You'll have two bedrooms on the top floor (other roomie is in the master suite, I'm in the basement). Use one room as a bedroom, and the other as your own separate living room / office / yoga room / craft room / whatever. Both rooms are unfurnished, and large enough for a full bedroom set of furniture. Full bathroom is not ensuite, but is all yours. ,
,
Main floor is shared space. Large kitchen with gas range and walk-in pantry, as well as a laundry room. You will need to have your own kitchen stuff as that is not provided. Combined, the top and main floor are about 2300 square feet. ,
,
Good sized backyard with water feature, large deck, and view of Langley City. Central location with easy access to KPU, TWU, or to the highway for an easy commute into Vancouver. ,
,
About us: We're two women (mid-30's) and seeking someone who we'll get along with. Females strongly preferred, but options are open for the right person (ideally a single professional in the same age group). Single adult occupant only. Must be ok with cats. Expected to do their share of house and yard work. Quiet household, but the occasional dinner party / board game night will definitely occur. ,
,
Rent is $850 plus a 25% share of utilities (hydro and gas, currently under $100 a month).    ",49.126494, (Langley),-122.671108,$850,,,Craigslist,2300ft,Seeking roommate for large house - great location,https://vancouver.craigslist.ca/rds/roo/d/seeking-roommate-for-large/6631057411.html
,,,2018-06-30T09:23:26-0700,"
        ,
Room available from 01 July 2018,
,
Private Bedroom with key.,
Peaceful; Quiet & Safe Environment,
,
Included:,
Utilities, ,
Laundry,,
WiFi,,
,
Very Clean,
,
Non-smokers.,
,
Phone or Text:  ,
 - Bernie,
,
Bus stop 10 Minutes from house,
Skytrain 15 Minutes from house,
then 25 Minutes to downtown Vancouver,
Easy access to work & schools & colleges and universities,
,
Rate?,
CAD $600.00 plus $100.00 refundable deposit when you book the room.,
,
Frequently Asked Questions:,
What is your address?,
12256 - 102A - Avenue Surrey, BC. Canada,
(Go to www.mapquest.ca to calculate the distance to your work / college / university),
Do I have to share a bedroom?   No, your bedroom is private with a key.,
What is in the bedroom?  Bed; Wardrobe; Chest of drawers; Bed table, Bed lamp, Internet and lots of fresh air.,
Are the meals included?    No, In the kitchen are refrigerators a stove and a microwave where you can store, cook or heat up your own meals.,
What is your minimum and maximum stay? The minimum is three months. There is no maximum.,
,
If you are a student we are close to: Simon Fraser University Surrey, Kwantlen University Surrey, ELC's, Douglas College, BCIT, Langara College and Downtown Vancouver Colleges. For Independent Interns and Students 15 yrs and older.,
---------------------------------------------------- ,
Note:  Fraud alert: We do not accept home made self printed cheques that cannot be cleared by the bank and we do not accept overpayment with the intention to transfer funds to a third party.,
    ",49.188863," (Cedar Hills, Surrey)",-122.882892,$600,,,Craigslist,,"Cozy Furnished Bedroom, Very Nice, Private Bedroom with key.",https://vancouver.craigslist.ca/rds/roo/d/cozy-furnished-bedroom-very/6631068649.html
,,,2018-06-30T10:27:33-0700,"
        ,
Room for rent,
,
close to skytrain station, recreation center, library, and shopping mall.,
Shared kitchen, laundry, and internet access.    ",49.18828,"
        (",-122.806419,,,,Craigslist,,Room available in guildford,https://vancouver.craigslist.ca/rds/roo/d/room-available-in-guildford/6631137955.html
,,,2018-06-30T10:37:22-0700,"
        ,
Hey there,,
,
The guy who was supposed to take this place bailed, so it is available yet again for tomorrow, July 1st.,
,
I'll be around all weekend to show the place.,
,
Rent is $520.00 per month, PLUS 1/3rd utilities, it usually comes out to $600.00 - $640.00 per month.,
,
You will get your own private room, and share a kitchen, bathroom, and living area.,
,
Unfortunately, pets are not allowed.,
,
Parking is available but on the street.,
,
There is no laundry on site but there are a couple laundry places super close.,
,
The pool table and couch that you see in the photos are no longer here because the roommate they belonged to moved away.,
,
My name is Steven, I'm 25 years young and work full time as a Conductor for CN Rail. I'm originally from Winnipeg, Manitoba but have lived here in BC for over 2 years now.,
,
,
The second roommate is Josue, and he's also 25 years young and works full time for United Scaffolding. He's originally from Montreal, Quebec but has lived herein BC for over 5 years now.,
,
,
Because this is a last minute search, I'll have my phone on all day close to me.,
,
,
If you're interested, please TEXT me first with information about yourself, and then we can set up a viewing time and/or phone call.,
,
We are looking for someone closer to our age, and preferably someone who doesn't smoke cigarettes.,
    ",49.153353,"
        (",-122.892509,$520,,,Craigslist,,Looking for 3rd Roomate for tomorrow July 1st!,https://vancouver.craigslist.ca/rds/roo/d/looking-for-3rd-roomate-for/6631148741.html
,,,2018-06-30T11:41:00-0700,"
        ,
Spacious room with private washroom - All utilities included & Internet included,
,
Close to Surrey center Mall & 5 min walk to Sky train (Gateway),
,
Groceries(Safeway and save on foods) walk-able distance,
,
R,
ecreation center is 5 min walk from the House,
Working person only    ",49.197718, (Surrey),-122.855137,$525,,,Craigslist,,Spacious room in a large house,https://vancouver.craigslist.ca/rds/roo/d/spacious-room-in-large-house/6631522292.html
,,,2018-06-30T11:53:42-0700,"
        ,
looking for roommate  to share 2 bedroom apt. in surrey near  newton exchange and close to all shopping no pets no drugs  not even 420 available july 15 or maybe sooner 575.00 per month includes utilities and wi -fi near kwantilan collage ,
,
,
,
,
,
,
,
0    ",49.132142,"
        (",-122.849099,$575,,,Craigslist,,1 bedroom for rent,https://vancouver.craigslist.ca/rds/roo/d/1-bedroom-for-rent/6631227164.html
,,,2018-06-30T13:40:10-0700,"
        ,
Mater Bedroom in newer condo for nightly rental *very flexible on times but evening until late are best,
,
No more hotel hookups (or back seat lol) Gay/Bi place to meetup ,
,
Ik how had it is to find a short term place and my roommate is leaving this weekend so why not help some guys out!,
,
I'm GL and pretty friendly but can stay out of the way ;) ,
,
Nothing I have to clean up wearing a hazmat suit please haha ,
,
Price based on time needed but will be a minimum ,
,
email for details and basic rules    ",49.02394, (White Rock),-122.79576,$75,,,Craigslist,,White Rock Nightly Master Bedroom (hourly;),https://vancouver.craigslist.ca/rds/roo/d/white-rock-nightly-master/6631325744.html
