address,city,country,date,description,lat,location,long,price,province,rooms,source,sqft,title,url
,,,2016-11-05 10:32,,49.123349,,-122.890277,1500,,2,,805,2BR 2BR APARTMENT WITH 2UNDERGROUNG PARKING,http://vancouver.craigslist.ca/van/apa/5862653327.html
,,,2016-11-06 15:53,,49.200039,,-122.851015,880,,1,,510,Elegant 1 Bed at the Popular Access in Surrey,http://vancouver.craigslist.ca/van/apa/5864506019.html
,,,2016-11-06 19:46,,49.024432,,-122.812575,1400,,0,,510,Beautiful Executive Studio,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-04 20:40,,49.184823,,-122.824473,1500,,3,,1400,House for Rent Main Floor Guildford Surrey дЦ‰,http://vancouver.craigslist.ca/van/apa/5861938604.html
,,,2016-11-05 11:48,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-07 9:18,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-06 1:02,,49.123052,,-122.800937,975,,2,,,2 bedrooms and one bathroom suite,http://vancouver.craigslist.ca/van/apa/5863529514.html
,,,2016-11-07 14:55,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5866038742.html
,,,2016-11-07 9:18,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-07 14:55,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5866038742.html
,,,2016-11-08 13:14,,49.142098,,-122.899946,2000,,3,,,3 Bedroom House For Rent -- first month rent free,http://vancouver.craigslist.ca/van/apa/5867463795.html
,,,2016-11-06 19:20,,49.193161,,-122.773526,2150,,4,,2200,RARE Find:Very Spacious Executive Full House Available November 15th,http://vancouver.craigslist.ca/van/apa/5857977434.html
,,,2016-11-06 15:53,,49.200039,,-122.851015,880,,1,,510,Elegant 1 Bed at the Popular Access in Surrey,http://vancouver.craigslist.ca/van/apa/5864506019.html
,,,2016-11-07 17:52,,49.184823,,-122.824473,1500,,3,,1400,House for Rent Main Floor Guildford Surrey дЦ‰,http://vancouver.craigslist.ca/van/apa/5866280170.html
,,,2016-11-06 19:46,,49.024432,,-122.812575,1400,,0,,510,Beautiful Executive Studio,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-06 1:02,,49.123052,,-122.800937,975,,2,,,2 bedrooms and one bathroom suite,http://vancouver.craigslist.ca/van/apa/5863529514.html
,,,2016-11-07 18:23,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent $2450,http://vancouver.craigslist.ca/van/apa/5866312709.html
,,,2016-11-07 18:28,,49.150989,,-122.890369,1900,,1,,,One bedroom   apartment for Rent,http://vancouver.craigslist.ca/van/apa/5858893500.html
,,,2016-11-08 13:14,,49.142098,,-122.899946,2000,,3,,,3 Bedroom House For Rent -- first month rent free,http://vancouver.craigslist.ca/van/apa/5867463795.html
,,,2016-11-07 9:18,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-07 14:55,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5866038742.html
,,,2016-11-08 17:10,,49.200039,,-122.851015,880,,1,,510,Elegant 1 Bed at the Popular Access in Surrey,http://vancouver.craigslist.ca/van/apa/5864506019.html
,,,2016-11-07 18:23,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent $2450,http://vancouver.craigslist.ca/van/apa/5866312709.html
,,,2016-11-07 18:28,,49.150989,,-122.890369,1900,,1,,,One bedroom   apartment for Rent,http://vancouver.craigslist.ca/van/apa/5858893500.html
,,,2016-11-09 10:22,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-06 19:20,,49.193161,,-122.773526,2150,,4,,2200,RARE Find:Very Spacious Executive Full House Available November 15th,http://vancouver.craigslist.ca/van/apa/5857977434.html
,,,2016-11-06 19:46,,49.024432,,-122.812575,1400,,0,,510,Beautiful Executive Studio,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-09 18:32,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5869310770.html
,,,2016-11-10 9:04,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-09 10:22,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-08 13:14,,49.142098,,-122.899946,2000,,3,,,3 Bedroom House For Rent -- first month rent free,http://vancouver.craigslist.ca/van/apa/5867463795.html
,,,2016-11-09 22:04,,49.024432,,-122.812575,1400,,0,,510,Beautiful Executive Studio,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-10 11:28,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870257801.html
,,,2016-11-10 14:08,,49.202388,,-122.909267,2250,,2,,1000,Trapp + Holbrook - 2 Bedroom + 2 Bathroom w/ large patio,http://vancouver.craigslist.ca/van/apa/5867322256.html
,,,2016-11-10 11:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870258568.html
,,,2016-11-10 11:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259148.html
,,,2016-11-10 11:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259943.html
,,,2016-11-10 11:30,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870260682.html
,,,2016-11-10 11:31,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-10 11:41,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870279526.html
,,,2016-11-10 11:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259943.html
,,,2016-11-09 18:32,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5869310770.html
,,,2016-11-10 9:04,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-09 10:22,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-10 14:08,,49.202388,,-122.909267,2250,,2,,1000,Trapp + Holbrook - 2 Bedroom + 2 Bathroom w/ large patio,http://vancouver.craigslist.ca/van/apa/5867322256.html
,,,2016-11-09 22:04,,49.024432,,-122.812575,1400,,0,,510,Beautiful Executive Studio,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-10 11:28,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870257801.html
,,,2016-11-10 11:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259148.html
,,,2016-11-10 11:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870258568.html
,,,2016-11-10 11:30,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870260682.html
,,,2016-11-10 11:31,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-10 11:42,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870282389.html
,,,2016-11-11 15:44,,49.016538,,-122.789426,2350,,2,,,2 Bedroom Penthouse/Oceanfront Condo,http://vancouver.craigslist.ca/van/apa/5872200294.html
,,,2016-11-10 18:16,,49.205009,,-122.916927,1300,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-10 22:08,,49.202388,,-122.909267,2250,,2,,1000,Trapp + Holbrook - 2 Bedroom + 2 Bathroom w/ large patio,http://vancouver.craigslist.ca/van/apa/5867322256.html
,,,2016-11-10 19:28,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870257801.html
,,,2016-11-10 19:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870258568.html
,,,2016-11-10 19:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259148.html
,,,2016-11-10 19:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259943.html
,,,2016-11-10 19:31,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-10 19:30,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870260682.html
,,,2016-11-11 2:16,,49.205009,,-122.916927,1300,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-10 17:04,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-10 19:41,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870279526.html
,,,2016-11-10 19:42,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870282389.html
,,,2016-11-10 19:45,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870288118.html
,,,2016-11-10 19:46,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870288784.html
,,,2016-11-10 19:52,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870299610.html
,,,2016-11-10 19:53,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870300469.html
,,,2016-11-10 19:53,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870301243.html
,,,2016-11-12 7:24,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5872621475.html
,,,2016-11-11 23:44,,49.016538,,-122.789426,2350,,2,,,2 Bedroom Penthouse/Oceanfront Condo,http://vancouver.craigslist.ca/van/apa/5872200294.html
,,,2016-11-12 5:46,,49.193161,,-122.773526,2150,,4,,2200,RARE Find:Very Spacious Executive Full House Available November 15th,http://vancouver.craigslist.ca/van/apa/5857977434.html
,,,2016-11-09 18:22,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-10 6:04,,49.024432,,-122.812575,1400,,0,,510,Beautiful Executive Studio,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-10 17:04,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-10 22:08,,49.202388,,-122.909267,2250,,2,,1000,Trapp + Holbrook - 2 Bedroom + 2 Bathroom w/ large patio,http://vancouver.craigslist.ca/van/apa/5867322256.html
,,,2016-11-13 18:18,,49.205009,,-122.916927,1200,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-13 1:17,,49.123166,,-122.887015,1475,,2,,805,2BR 2BR PENTHOUSE WITH 2 UNDERGROUNG PARKING,http://vancouver.craigslist.ca/van/apa/5873843133.html
,,,2016-11-12 7:24,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5872621475.html
,,,2016-11-13 22:30,,49.024432,,-122.812575,1400,,0,,510,Beautiful Executive Studio,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-13 8:10,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-10 19:28,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870257801.html
,,,2016-11-10 19:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870258568.html
,,,2016-11-10 19:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259148.html
,,,2016-11-11 23:44,,49.016538,,-122.789426,2350,,2,,,2 Bedroom Penthouse/Oceanfront Condo,http://vancouver.craigslist.ca/van/apa/5872200294.html
,,,2016-11-10 19:29,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870259943.html
,,,2016-11-10 19:30,,49.197456,,-122.800281,2500,,3,,2500,"Resort Living w/ SAUNA on 24,000 Sq. Ft. Lot in Surrey!",http://vancouver.craigslist.ca/van/apa/5870260682.html
,,,2016-11-12 5:46,,49.193161,,-122.773526,2150,,4,,2200,RARE Find:Very Spacious Executive Full House Available November 15th,http://vancouver.craigslist.ca/van/apa/5857977434.html
,,,2016-11-12 5:46,,49.193161,,-122.773526,2150,,4,,2200,RARE Find:Very Spacious Executive Full House Available November 15th,http://vancouver.craigslist.ca/van/apa/5857977434.html
,,,2016-11-14 7:37,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock /South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5866312709.html
,,,2016-11-14 7:40,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock/ South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-13 18:18,,49.205009,,-122.916927,1200,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-14 17:14,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-13 22:30,,49.029286,,-122.802043,1385,,0,,510,Luxurious Living in Downtown White Rock,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-13 1:17,,49.123166,,-122.887015,1475,,2,,805,2BR 2BR PENTHOUSE WITH 2 UNDERGROUNG PARKING,http://vancouver.craigslist.ca/van/apa/5873843133.html
,,,2016-11-11 23:44,,49.016538,,-122.789426,2350,,2,,,2 Bedroom Penthouse/Oceanfront Condo,http://vancouver.craigslist.ca/van/apa/5872200294.html
,,,2016-11-14 21:46,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5876522990.html
,,,2016-11-14 17:14,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-14 21:46,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5876522990.html
,,,2016-11-13 22:30,,49.029286,,-122.802043,1385,,0,,510,Luxurious Living in Downtown White Rock,http://vancouver.craigslist.ca/van/apa/5848841158.html
,,,2016-11-13 18:18,,49.205009,,-122.916927,1200,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-13 8:10,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-16 14:45,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5879760718.html
,,,2016-11-16 13:42,,49.202388,,-122.909267,2250,,2,,1000,Trapp + Holbrook - 2 Bedroom + 2 Bathroom w/ large patio,http://vancouver.craigslist.ca/van/apa/5867322256.html
,,,2016-11-15 21:52,,49.205009,,-122.916927,1200,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-16 14:37,,49.202314,,-122.912172,1850,,2,,780,Best location with Direct Access to Skytrain and Shopping Centre,http://vancouver.craigslist.ca/van/apa/5879755572.html
,,,2016-11-14 9:14,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-16 14:45,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5879760718.html
,,,2016-11-15 21:52,,49.205009,,-122.916927,1200,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-16 13:42,,49.202388,,-122.909267,2250,,2,,1000,Trapp + Holbrook - 2 Bedroom + 2 Bathroom w/ large patio,http://vancouver.craigslist.ca/van/apa/5867322256.html
,,,2016-11-17 9:14,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-17 13:11,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock /South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5866312709.html
,,,2016-11-17 13:11,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock/ South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-16 22:56,,49.150989,,-122.890369,1900,,1,,,One bedroom   apartment for Rent,http://vancouver.craigslist.ca/van/apa/5858893500.html
,,,2016-11-16 13:42,,49.202388,,-122.909267,2250,,2,,1000,Trapp + Holbrook - 2 Bedroom + 2 Bathroom w/ large patio,http://vancouver.craigslist.ca/van/apa/5867322256.html
,,,2016-11-16 14:45,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5879760718.html
,,,2016-11-17 13:11,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock/ South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-17 13:11,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock /South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5866312709.html
,,,2016-11-17 9:14,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-17 19:56,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-18 9:27,,49.205009,,-122.916927,1200,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-16 22:56,,49.150989,,-122.890369,1900,,1,,,One bedroom   apartment for Rent,http://vancouver.craigslist.ca/van/apa/5858893500.html
,,,2016-11-18 9:27,,49.205009,,-122.916927,1200,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-17 19:56,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
,,,2016-11-17 13:11,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock/ South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-17 13:11,,49.020172,,-122.772622,2450,,3,,1800,Amazing 3 bedroom house for rent White Rock /South Surrey $2450,http://vancouver.craigslist.ca/van/apa/5866312709.html
,,,2016-11-19 12:04,,49.160828,,-122.856331,1750,,3,,,Above Ground   level house is available for rent from  DEC  01,http://vancouver.craigslist.ca/van/apa/5884055193.html
,,,2016-11-18 18:42,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5883088488.html
,,,2016-11-16 22:56,,49.150989,,-122.890369,1900,,1,,,One bedroom   apartment for Rent,http://vancouver.craigslist.ca/van/apa/5858893500.html
,,,2016-11-17 9:14,,49.199029,,-122.802482,2295,,2,,1000,"Charming 2 Bed + Den, 1 Bath Suite With Balcony and Upscale Features",http://vancouver.craigslist.ca/van/apa/5858407548.html
,,,2016-11-18 18:42,,49.197729,,-122.772178,2100,,3,,2000,#171 - 3 bdrm Upper Level house for rent,http://vancouver.craigslist.ca/van/apa/5883088488.html
,,,2016-11-20 10:32,,49.020172,,-122.772622,2350,,3,,1900,White Rock /South Surrey House for Rent,http://vancouver.craigslist.ca/van/apa/5866312709.html
,,,2016-11-20 10:33,,49.020172,,-122.772622,2350,,3,,1900,White Rock /South Surrey House for Rent,http://vancouver.craigslist.ca/van/apa/5868596103.html
,,,2016-11-19 21:17,,49.081062,,-122.879333,2900,,3,,1200,FURNISHED Corp Condo - Moving? Relocating? Renovating? Short/Long Term,http://vancouver.craigslist.ca/van/apa/5884636770.html
,,,2016-11-20 10:10,,49.205009,,-122.916927,1150,,1,,749,Unfurnished 1 bedroom and Den,http://vancouver.craigslist.ca/van/apa/5870825742.html
,,,2016-11-17 19:56,,49.154468,,-122.827607,1000,,2,,,"2 bedrooms 1 full bathroom basement suit.Rent $1,000",http://vancouver.craigslist.ca/van/apa/5848295233.html
